source,word,freq
imdb,editing,6
imdb,gets,6
imdb,history,6
imdb,disappointed,6
imdb,rather,6
imdb,sucked,6
imdb,sound,6
imdb,girl,6
imdb,take,6
imdb,style,6
imdb,horrible,6
imdb,lacks,6
imdb,casting,6
imdb,id,6
imdb,playing,6
imdb,flick,6
imdb,second,6
imdb,pathetic,5
imdb,works,5
imdb,mostly,5
imdb,single,5
imdb,talk,5
imdb,silent,5
imdb,beyond,5
imdb,clever,5
imdb,child,5
imdb,different,5
imdb,,5
imdb,often,5
imdb,gave,5
imdb,us,5
imdb,hilarious,5
imdb,hour,5
imdb,audience,5
imdb,memorable,5
imdb,particularly,5
imdb,fine,5
imdb,mention,5
imdb,overall,5
imdb,fans,5
imdb,fun,5
imdb,said,5
imdb,away,5
imdb,hitchcock,5
imdb,tom,5
imdb,times,5
imdb,direction,5
imdb,bit,5
imdb,fails,5
imdb,couldnt,5
imdb,amount,5
imdb,world,5
imdb,yet,5
imdb,felt,5
imdb,full,5
imdb,enjoy,5
imdb,ridiculous,5
imdb,terrific,5
imdb,budget,5
imdb,guess,5
imdb,cult,5
imdb,involved,5
imdb,strong,5
imdb,joy,5
imdb,night,5
imdb,started,5
imdb,lame,5
imdb,completely,5
imdb,superb,5
imdb,since,5
imdb,new,5
imdb,fast,5
imdb,period,5
imdb,shot,5
imdb,lead,5
imdb,put,5
imdb,solid,5
imdb,created,4
imdb,trying,4
imdb,maybe,4
imdb,lovely,4
imdb,last,4
imdb,stories,4
imdb,extremely,4
imdb,visual,4
imdb,bored,4
imdb,easily,4
imdb,hard,4
imdb,plain,4
imdb,chemistry,4
imdb,attempt,4
imdb,consider,4
imdb,came,4
imdb,soundtrack,4
imdb,word,4
imdb,less,4
imdb,three,4
imdb,ray,4
imdb,sometimes,4
imdb,small,4
imdb,trash,4
imdb,year,4
imdb,else,4
imdb,already,4
imdb,mediocre,4
imdb,production,4
imdb,torture,4
imdb,comes,4
imdb,intelligence,4
imdb,premise,4
imdb,keep,4
imdb,easy,4
imdb,minute,4
imdb,without,4
imdb,may,4
imdb,whether,4
imdb,directors,4
imdb,energy,4
imdb,camerawork,4
imdb,seem,4
imdb,book,4
imdb,original,4
imdb,young,4
imdb,expect,4
imdb,eyes,4
imdb,songs,4
imdb,drago,4
imdb,unbelievable,4
imdb,lost,4
imdb,roles,4
imdb,sets,4
imdb,fx,4
imdb,depth,4
imdb,let,4
imdb,cover,4
imdb,indeed,4
imdb,usual,4
imdb,low,4
imdb,imagination,4
imdb,parts,4
imdb,wouldnt,4
imdb,generally,4
imdb,become,4
imdb,rating,4
imdb,storyline,4
imdb,mind,4
imdb,charles,4
imdb,theater,4
imdb,either,4
imdb,costs,4
imdb,beginning,4
imdb,day,4
imdb,unfortunately,4
imdb,always,4
imdb,hope,4
imdb,level,4
imdb,barely,4
imdb,rest,4
imdb,mean,4
imdb,hours,4
imdb,place,4
imdb,slow,4
imdb,looked,4
imdb,try,4
imdb,pretentious,4
imdb,perhaps,4
imdb,true,4
imdb,thriller,4
imdb,death,4
imdb,role,4
imdb,huge,4
imdb,song,4
imdb,insult,4
imdb,glad,4
imdb,back,4
imdb,serious,4
imdb,idea,4
imdb,utterly,4
imdb,appreciate,4
imdb,point,4
imdb,convincing,4
imdb,follow,4
imdb,entertaining,4
imdb,theyre,4
imdb,occasionally,4
imdb,tell,4
imdb,possibly,3
imdb,attention,3
imdb,moving,3
imdb,isnt,3
imdb,ready,3
imdb,actresses,3
imdb,south,3
imdb,racial,3
