source,word,freq
yelp,empty,3
yelp,recommendation,3
yelp,soggy,3
yelp,pleased,3
yelp,setting,3
yelp,rather,3
yelp,reviews,3
yelp,flavorful,3
yelp,patio,3
yelp,years,3
yelp,review,3
yelp,lobster,3
yelp,healthy,3
yelp,oh,3
yelp,pizzas,3
yelp,frozen,3
yelp,star,3
yelp,else,3
yelp,chewy,3
yelp,chef,3
yelp,fine,3
yelp,list,3
yelp,wall,3
yelp,vegetarian,3
